Term 1,Term 2,Term 3,Frequency of Trigram,"Frequency of Context (Term 1, Term 2)",Conditional Probability
que,le,entregamos,1,5,0.2
le,entregamos,la,1,1,1.0
entregamos,la,clase,1,1,1.0
la,clase,pasada,1,2,0.5
clase,pasada,de,1,1,1.0
pasada,de,todo,1,1,1.0
de,todo,lo,1,1,1.0
todo,lo,que,1,1,1.0
lo,que,llevamos,1,29,0.034482758620689655
que,llevamos,del,1,1,1.0
llevamos,del,ejercicio,1,1,1.0
que,vimos,>,1,1,1.0
primera,que,vimos,1,1,1.0
la,primera,que,1,1,1.0
vimos,en,orden,1,2,0.5
el,temario,creo,1,1,1.0
temario,creo,que,1,1,1.0
que,si,",",1,15,0.06666666666666667
si,",",pero,1,15,0.06666666666666667
",",pero,como,1,19,0.05263157894736842
pero,como,tal,1,1,1.0
como,tal,con,1,1,1.0
tal,con,botello,1,1,1.0
con,botello,no,1,1,1.0
botello,no,lo,1,1,1.0
no,lo,vimos,1,4,0.25
lo,vimos,en,1,1,1.0
en,orden,porque,1,1,1.0
fue,la,primera,1,1,1.0
orden,porque,según,1,1,1.0
porque,según,empezamos,1,2,0.5
según,empezamos,con,1,1,1.0
empezamos,con,lo,1,1,1.0
con,lo,más,1,6,0.16666666666666666
lo,más,fácil,1,3,0.3333333333333333
más,fácil,y,1,1,1.0
fácil,y,eso,1,1,1.0
y,eso,jaja,1,3,0.3333333333333333
creo,que,está,1,21,0.047619047619047616
que,está,fue,1,3,0.3333333333333333
está,fue,la,1,1,1.0
del,ejercicio,?,1,2,0.5
<,ajá,es,1,2,0.5
ajá,es,que,1,1,1.0
a,hacer,el,1,2,0.5
no,jajaja,>,1,2,0.5
<,ya,a,1,9,0.1111111111111111
ya,a,ver,1,1,1.0
a,ver,mañana,1,10,0.1
ver,mañana,que,1,1,1.0
mañana,que,dice,1,1,1.0
que,dice,>,1,3,0.3333333333333333
<,pues,que,1,4,0.25
pues,que,lo,1,1,1.0
que,lo,empiece,1,7,0.14285714285714285
lo,empiece,a,1,1,1.0
empiece,a,hacer,1,1,1.0
hacer,el,fer,1,1,1.0
seguro,es,que,1,1,1.0
el,fer,>,1,1,1.0
a,si,jaja,1,5,0.2
si,jaja,voy,1,6,0.16666666666666666
<,es,lo,1,11,0.09090909090909091
lo,de,prueba,1,24,0.041666666666666664
de,prueba,y,1,1,1.0
prueba,y,entrenamiento,1,1,1.0
y,entrenamiento,>,1,1,1.0
<,y,esto,1,12,0.08333333333333333
y,esto,ya,1,2,0.5
esto,ya,es,1,1,1.0
ya,es,lo,1,3,0.3333333333333333
que,no,jajaja,1,14,0.07142857142857142
más,seguro,es,1,1,1.0
es,que,algunos,1,29,0.034482758620689655
y,como,si,1,1,1.0
que,algunos,se,1,1,1.0
algunos,se,la,1,1,1.0
se,la,entregaron,1,1,1.0
la,entregaron,y,1,1,1.0
entregaron,y,otros,1,1,1.0
y,otros,no,1,1,1.0
otros,no,jaja,1,1,1.0
no,jaja,como,1,6,0.16666666666666666
jaja,como,yo,1,1,1.0
como,yo,",",1,1,1.0
yo,",",y,1,3,0.3333333333333333
",",y,como,1,4,0.25
como,si,nos,1,1,1.0
lo,más,seguro,1,3,0.3333333333333333
si,nos,dijo,1,5,0.2
nos,dijo,algunas,1,1,1.0
dijo,algunas,cosas,1,1,1.0
algunas,cosas,no,1,1,1.0
cosas,no,sé,1,1,1.0
sé,si,se,1,4,0.25
si,se,tenía,1,7,0.14285714285714285
se,tenía,que,1,1,1.0
tenía,que,corregir,1,2,0.5
que,corregir,o,1,1,1.0
corregir,o,no,1,1,1.0
pero,lo,más,1,2,0.5
según,el,temario,1,2,0.5
sip,jaja,voy,1,5,0.2
lo,del,ejercicio,1,7,0.14285714285714285
pero,bueno,xd,1,1,1.0
pensado,jaja,?,1,1,1.0
jaja,?,>,1,1,1.0
vava,",",es,1,5,0.2
es,que,andaba,1,29,0.034482758620689655
que,andaba,checando,1,1,1.0
andaba,checando,un,1,1,1.0
checando,un,tema,1,1,1.0
un,tema,del,1,1,1.0
tema,del,que,1,1,1.0
del,que,pudiéramos,1,1,1.0
que,pudiéramos,sacar,1,1,1.0
pudiéramos,sacar,más,1,1,1.0
sacar,más,información,1,1,1.0
más,información,y,1,1,1.0
información,y,eso,1,2,0.5
y,eso,y,1,3,0.3333333333333333
eso,y,mira,1,3,0.3333333333333333
y,mira,pensé,1,2,0.5
mira,pensé,en,1,1,1.0
pensé,en,este,1,1,1.0
en,este,:,1,1,1.0
este,:, ,1,1,1.0
:, ,>,1,1,1.0
<,cómo,ves,1,3,0.3333333333333333
cómo,ves,?,1,1,1.0
cierto,",",si,1,2,0.5
",",si,le,1,14,0.07142857142857142
habías,pensado,jaja,1,1,1.0
que,habías,pensado,1,1,1.0
tema,que,habías,1,1,1.0
el,primerito,jajaja,1,1,1.0
noooo,jaja,y,1,1,1.0
jaja,y,en,1,1,1.0
y,en,total,1,2,0.5
en,total,cuantos,1,1,1.0
total,cuantos,niveles,1,1,1.0
cuantos,niveles,son,1,1,1.0
niveles,son,?,1,1,1.0
son,?,>,1,1,1.0
<,si,entras,1,28,0.03571428571428571
si,entras,desde,1,1,1.0
entras,desde,el,1,1,1.0
desde,el,primerito,1,1,1.0
primerito,jajaja,>,1,1,1.0
el,tema,que,1,4,0.25
<,rayos,jajaja,1,2,0.5
rayos,jajaja,bueno,1,1,1.0
jajaja,bueno,",",1,3,0.3333333333333333
bueno,",",vava,1,4,0.25
",",vava,gracias,1,1,1.0
vava,gracias,:3,1,2,0.5
oye,",",cuál,1,19,0.05263157894736842
",",cuál,dijiste,1,1,1.0
cuál,dijiste,que,1,1,1.0
dijiste,que,era,1,2,0.5
que,era,el,1,2,0.5
era,el,tema,1,3,0.3333333333333333
si,le,dijiste,1,4,0.25
le,dijiste,a,1,1,1.0
dijiste,a,ernesto,1,1,1.0
más,ya,le,1,1,1.0
si,",",pues,1,15,0.06666666666666667
",",pues,le,1,5,0.2
pues,le,ponemos,1,1,1.0
le,ponemos,latinoamerica,1,1,1.0
ponemos,latinoamerica,y,1,1,1.0
latinoamerica,y,si,1,1,1.0
y,si,dice,1,3,0.3333333333333333
si,dice,la,1,1,1.0
dice,la,maestra,1,1,1.0
maestra,que,delimitemos,1,2,0.5
que,delimitemos,más,1,1,1.0
delimitemos,más,ya,1,1,1.0
ya,le,decimos,1,1,1.0
que,sí,jajaj,1,3,0.3333333333333333
le,decimos,que,1,1,1.0
decimos,que,entonces,1,1,1.0
que,entonces,méxico,1,1,1.0
entonces,méxico,xd,1,1,1.0
méxico,xd,>,1,1,1.0
<,jajajaja,vava,1,8,0.125
jajajaja,vava,",",1,1,1.0
vava,",",igual,1,5,0.2
",",igual,no,1,2,0.5
igual,no,creo,1,1,1.0
no,creo,pero,1,2,0.5
creo,pero,bueno,1,1,1.0
sí,jajaj,>,1,1,1.0
<,si,yo,1,28,0.03571428571428571
a,ernesto,jajajaj,1,3,0.3333333333333333
se,delimitaba,o,1,1,1.0
ernesto,jajajaj,?,1,1,1.0
jajajaj,?,>,1,1,1.0
que,no,entendí,1,14,0.07142857142857142
no,entendí,bien,1,1,1.0
entendí,bien,si,1,1,1.0
bien,si,el,1,1,1.0
si,el,tema,1,1,1.0
el,tema,era,1,4,0.25
tema,era,el,1,1,1.0
era,el,que,1,3,0.3333333333333333
el,que,se,1,4,0.25
que,se,delimitaba,1,4,0.25
delimitaba,o,era,1,1,1.0
problema,xd,>,1,1,1.0
o,era,el,1,1,1.0
era,el,problema,1,3,0.3333333333333333
el,problema,jajajaj,1,2,0.5
problema,jajajaj,>,1,1,1.0
<,porque,puse,1,5,0.2
porque,puse,esta,1,1,1.0
puse,esta,pregunta,1,1,1.0
esta,pregunta,como,1,1,1.0
pregunta,como,para,1,1,1.0
como,para,el,1,1,1.0
para,el,problema,1,4,0.25
el,problema,xd,1,2,0.5
es,lo,del,1,5,0.2
del,ejercicio,>,1,2,0.5
titularte,?,>,1,1,1.0
y,pues,todos,1,5,0.2
y,tenía,un,1,1,1.0
tenía,un,buen,1,1,1.0
un,buen,de,1,1,1.0
buen,de,diapositivas,1,1,1.0
de,diapositivas,todavía,1,1,1.0
diapositivas,todavía,",",1,1,1.0
todavía,",",pero,1,1,1.0
",",pero,pues,1,19,0.05263157894736842
pero,pues,ya,1,3,0.3333333333333333
pues,ya,jaja,1,4,0.25
ya,jaja,solo,1,3,0.3333333333333333
jaja,solo,dijo,1,2,0.5
solo,dijo,como,1,1,1.0
dijo,como,que,1,1,1.0
como,que,lo,1,3,0.3333333333333333
que,lo,más,1,7,0.14285714285714285
lo,más,importante,1,3,0.3333333333333333
más,importante,y,1,1,1.0
importante,y,ya,1,1,1.0
y,ya,acabo,1,11,0.09090909090909091
ya,acabo,",",1,1,1.0
acabo,",",pero,1,1,1.0
",",pero,en,1,19,0.05263157894736842
pero,en,general,1,1,1.0
en,general,todo,1,1,1.0
general,todo,siguió,1,1,1.0
todo,siguió,igual,1,1,1.0
3,y,tenía,1,1,1.0
las,3,y,1,2,0.5
dar,las,3,1,1,1.0
hasta,el,final,1,3,0.3333333333333333
todos,se,quedaron,1,1,1.0
se,quedaron,como,1,1,1.0
quedaron,como,de,1,1,1.0
como,de,igual,1,1,1.0
de,igual,ya,1,1,1.0
igual,ya,vámonos,1,1,1.0
ya,vámonos,pero,1,1,1.0
vámonos,pero,si,1,1,1.0
pero,si,nos,1,3,0.3333333333333333
si,nos,esperamos,1,5,0.2
nos,esperamos,hasta,1,1,1.0
esperamos,hasta,el,1,1,1.0
el,final,",",1,1,1.0
a,dar,las,1,1,1.0
final,",",y,1,1,1.0
",",y,ya,1,4,0.25
y,ya,la,1,11,0.09090909090909091
ya,la,señora,1,2,0.5
la,señora,tuvo,1,1,1.0
señora,tuvo,que,1,1,1.0
tuvo,que,recortar,1,1,1.0
que,recortar,mucho,1,1,1.0
recortar,mucho,porque,1,1,1.0
mucho,porque,ya,1,1,1.0
porque,ya,hiban,1,1,1.0
hiban,a,dar,1,1,1.0
siguió,igual,jaja,1,1,1.0
igual,jaja,solo,1,1,1.0
jaja,solo,que,1,2,0.5
es,hasta,regresando,1,1,1.0
a,ser,lo,1,1,1.0
ser,lo,siguiente,1,3,0.3333333333333333
lo,siguiente,que,1,1,1.0
siguiente,que,va,1,1,1.0
que,va,a,1,2,0.5
va,a,pedir,1,5,0.2
a,pedir,>,1,1,1.0
no,",",ahorita,1,3,0.3333333333333333
",",ahorita,creo,1,3,0.3333333333333333
ahorita,creo,que,1,1,1.0
que,ya,es,1,11,0.09090909090909091
ya,es,hasta,1,3,0.3333333333333333
hasta,regresando,de,1,1,1.0
seguro,va,a,1,1,1.0
regresando,de,vacaciones,1,1,1.0
de,vacaciones,>,1,1,1.0
no,jajaj,>,1,2,0.5
<,jajaja,vava,1,20,0.05
jajaja,vava,>,1,1,1.0
<,pero,oye,1,11,0.09090909090909091
pero,oye,jajaj,1,1,1.0
oye,jajaj,recuerdas,1,1,1.0
jajaj,recuerdas,cuántas,1,1,1.0
recuerdas,cuántas,restricciones,1,1,1.0
cuántas,restricciones,te,1,1,1.0
restricciones,te,salían,1,1,1.0
va,a,ser,1,5,0.2
de,seguro,va,1,1,1.0
solo,que,más,1,1,1.0
",",aunque,igual,1,1,1.0
que,más,apresurado,1,1,1.0
más,apresurado,xd,1,1,1.0
apresurado,xd,>,1,1,1.0
jajaja,sip,",",1,4,0.25
<,jajaja,si,1,20,0.05
",",si,tenemos,1,14,0.07142857142857142
si,tenemos,que,1,1,1.0
tenemos,que,hacer,1,3,0.3333333333333333
que,hacer,las,1,3,0.3333333333333333
hacer,las,correcciones,1,1,1.0
las,correcciones,",",1,1,1.0
correcciones,",",aunque,1,1,1.0
aunque,igual,yo,1,1,1.0
porque,de,seguro,1,1,1.0
igual,yo,creo,1,1,1.0
lo,que,nos,1,29,0.034482758620689655
que,nos,enseñó,1,4,0.25
nos,enseñó,del,1,1,1.0
enseñó,del,marco,1,1,1.0
del,marco,teórico,1,1,1.0
marco,teórico,hay,1,1,1.0
teórico,hay,que,1,1,1.0
hay,que,irlo,1,3,0.3333333333333333
que,irlo,avanzando,1,1,1.0
irlo,avanzando,porque,1,1,1.0
avanzando,porque,de,1,1,1.0
pues,todos,se,1,1,1.0
solos,y,pues,1,1,1.0
<,o,yayaya,1,9,0.1111111111111111
ahí,solos,y,1,1,1.0
checamos,bien,como,1,1,1.0
bien,como,quedaría,1,1,1.0
como,quedaría,el,1,1,1.0
quedaría,el,tema,1,1,1.0
el,tema,para,1,4,0.25
tema,para,que,1,1,1.0
para,que,todos,1,6,0.16666666666666666
que,todos,busquemos,1,1,1.0
todos,busquemos,información,1,1,1.0
busquemos,información,y,1,1,1.0
información,y,ya,1,2,0.5
y,ya,tengamos,1,11,0.09090909090909091
ya,tengamos,eso,1,1,1.0
tengamos,eso,de,1,1,1.0
eso,de,la,1,1,1.0
de,la,literatura,1,20,0.05
la,literatura,que,1,1,1.0
literatura,que,quiere,1,1,1.0
que,quiere,>,1,1,1.0
<,a,pues,1,69,0.014492753623188406
a,pues,si,1,1,1.0
si,jaja,también,1,6,0.16666666666666666
jaja,también,",",1,1,1.0
también,",",si,1,1,1.0
",",si,pues,1,14,0.07142857142857142
si,quieres,manda,1,16,0.0625
quieres,manda,los,1,1,1.0
y,checamos,bien,1,1,1.0
vemos,y,checamos,1,1,1.0
lo,vemos,y,1,1,1.0
del,inglés,>,1,1,1.0
o,yayaya,jajaja,1,1,1.0
yayaya,jajaja,si,1,1,1.0
jajaja,si,pues,1,3,0.3333333333333333
si,quieres,mañana,1,16,0.0625
quieres,mañana,lo,1,1,1.0
mañana,lo,platicamos,1,2,0.5
lo,platicamos,ya,1,1,1.0
platicamos,ya,con,1,1,1.0
ya,con,ernesto,1,3,0.3333333333333333
con,ernesto,después,1,2,0.5
ernesto,después,del,1,1,1.0
después,del,inglés,1,2,0.5
<,porque,nou,1,5,0.2
mañana,lo,vemos,1,2,0.5
porque,nou,jaja,1,1,1.0
nou,jaja,la,1,1,1.0
jaja,la,verdad,1,1,1.0
la,verdad,ya,1,1,1.0
verdad,ya,no,1,1,1.0
ya,no,investigue,1,4,0.25
no,investigue,nada,1,1,1.0
investigue,nada,xd,1,1,1.0
<,pero,pues,1,11,0.09090909090909091
pues,si,ya,1,8,0.125
si,ya,mañana,1,2,0.5
ya,mañana,lo,1,1,1.0
manda,los,audios,1,1,1.0
los,audios,al,1,1,1.0
audios,al,grupo,1,1,1.0
después,de,que,1,1,1.0
pero,tenemos,que,1,1,1.0
tenemos,que,ir,1,3,0.3333333333333333
que,ir,al,1,1,1.0
ir,al,auditorio,1,1,1.0
al,auditorio,no,1,1,1.0
auditorio,no,?,1,1,1.0
<,pues,como,1,4,0.25
pues,como,10,1,2,0.5
como,10,min,1,1,1.0
10,min,.,1,1,1.0
min,.,>,1,1,1.0
<,después,de,1,1,1.0
de,que,te,1,3,0.3333333333333333
en,lab,>,1,1,1.0
que,te,fuiste,1,7,0.14285714285714285
te,fuiste,también,1,2,0.5
fuiste,también,se,1,1,1.0
también,se,salió,1,1,1.0
se,salió,nahum,1,1,1.0
salió,nahum,jajajaja,1,1,1.0
nahum,jajajaja,y,1,1,1.0
jajajaja,y,ya,1,1,1.0
y,ya,nos,1,11,0.09090909090909091
ya,nos,dejó,1,2,0.5
nos,dejó,ahí,1,1,1.0
dejó,ahí,solos,1,1,1.0
<,pero,tenemos,1,11,0.09090909090909091
",",en,lab,1,2,0.5
al,grupo,ahí,1,2,0.5
cuando,llegues,>,1,2,0.5
grupo,ahí,que,1,1,1.0
ahí,que,tenemos,1,1,1.0
que,tenemos,con,1,2,0.5
tenemos,con,ernesto,1,1,1.0
con,ernesto,o,1,2,0.5
ernesto,o,si,1,1,1.0
o,si,quieres,1,3,0.3333333333333333
quieres,ya,en,1,2,0.5
ya,en,la,1,1,1.0
en,la,noche,1,7,0.14285714285714285
la,noche,cuando,1,1,1.0
noche,cuando,llegues,1,1,1.0
<,ajap,si,1,2,0.5
abajo,",",en,1,1,1.0
ajap,si,",",1,1,1.0
si,",",sería,1,15,0.06666666666666667
",",sería,>,1,1,1.0
<,hasta,el,1,1,1.0
hasta,el,miércoles,1,3,0.3333333333333333
el,miércoles,>,1,1,1.0
<,aún,habría,1,1,1.0
aún,habría,tiempo,1,1,1.0
habría,tiempo,>,1,1,1.0
oye,",",dónde,1,19,0.05263157894736842
",",dónde,andas,1,1,1.0
<,abajo,",",1,1,1.0
<,noooo,jaja,1,2,0.5
para,titularte,?,1,1,1.0
dijo,que,teníamos,1,3,0.3333333333333333
lugar,donde,a,1,2,0.5
porque,esme,y,1,1,1.0
esme,y,jisus,1,3,0.3333333333333333
y,jisus,hicieron,1,1,1.0
jisus,hicieron,lo,1,1,1.0
hicieron,lo,suyo,1,2,0.5
lo,suyo,jajaja,1,1,1.0
suyo,jajaja,>,1,1,1.0
a,jajaja,si,1,10,0.1
si,",",bueno,1,15,0.06666666666666667
",",bueno,no,1,4,0.25
bueno,no,sé,1,1,1.0
sé,si,ernesto,1,4,0.25
si,ernesto,quiera,1,1,1.0
ernesto,quiera,hacer,1,1,1.0
quiera,hacer,algo,1,1,1.0
hacer,algo,ahorita,1,1,1.0
algo,ahorita,pero,1,1,1.0
ahorita,pero,si,1,1,1.0
pero,si,no,1,3,0.3333333333333333
si,no,yo,1,5,0.2
no,yo,le,1,1,1.0
yo,le,empiezo,1,1,1.0
le,empiezo,>,1,1,1.0
oye,",",te,1,19,0.05263157894736842
",",te,quedaste,1,4,0.25
te,quedaste,con,1,1,1.0
quedaste,con,mi,1,1,1.0
",",porque,esme,1,7,0.14285714285714285
yo,",",porque,1,3,0.3333333333333333
y,yo,",",1,2,0.5
<,ocelot.json,>,1,1,1.0
a,mí,me,1,1,1.0
mí,me,funciona,1,1,1.0
me,funciona,pero,1,1,1.0
funciona,pero,porque,1,1,1.0
pero,porque,supongo,1,1,1.0
porque,supongo,que,1,1,1.0
supongo,que,ni,1,1,1.0
que,ni,siquiera,1,1,1.0
ni,siquiera,lo,1,1,1.0
siquiera,lo,ejecuta,1,1,1.0
lo,ejecuta,jaja,1,1,1.0
ejecuta,jaja,>,1,1,1.0
<,program.cs,:,1,1,1.0
tu,y,yo,1,1,1.0
program.cs,:,>,1,1,1.0
a,si,voy,1,5,0.2
si,voy,>,1,1,1.0
<,oye,lo,1,36,0.027777777777777776
oye,lo,de,1,1,1.0
lo,de,análisis,1,24,0.041666666666666664
de,datos,ya,1,5,0.2
datos,ya,solo,1,1,1.0
solo,lo,haremos,1,3,0.3333333333333333
lo,haremos,ernesto,1,1,1.0
haremos,ernesto,tu,1,1,1.0
ernesto,tu,y,1,1,1.0
con,mi,cargador,1,1,1.0
mi,cargador,verdad,1,1,1.0
cargador,verdad,?,1,1,1.0
oye,ya,ni,1,4,0.25
práctica,de,la,1,1,1.0
de,la,bd,1,20,0.05
la,bd,>,1,1,1.0
no,jaja,pero,1,6,0.16666666666666666
jaja,pero,estoy,1,1,1.0
pero,estoy,apuntando,1,1,1.0
estoy,apuntando,los,1,1,1.0
apuntando,los,comandos,1,1,1.0
los,comandos,y,1,1,1.0
comandos,y,eso,1,1,1.0
y,eso,>,1,3,0.3333333333333333
",",oye,ya,1,6,0.16666666666666666
ya,ni,te,1,2,0.5
<,la,práctica,1,3,0.3333333333333333
ni,te,pregunté,1,1,1.0
te,pregunté,ayer,1,1,1.0
pregunté,ayer,jajaja,1,1,1.0
ayer,jajaja,",",1,1,1.0
jajaja,",",hicieron,1,4,0.25
",",hicieron,mucho,1,1,1.0
hicieron,mucho,en,1,1,1.0
mucho,en,web,1,1,1.0
en,web,?,1,1,1.0
<,a,yayaya,1,69,0.014492753623188406
a,yayaya,",",1,1,1.0
yayaya,",",a,1,1,1.0
la,práctica,de,1,2,0.5
ido,xd,>,1,1,1.0
que,no,me,1,14,0.07142857142857142
hicieron,lo,de,1,2,0.5
no,me,acordaba,1,3,0.3333333333333333
me,acordaba,si,1,1,1.0
acordaba,si,me,1,1,1.0
si,me,lo,1,4,0.25
me,lo,habías,1,1,1.0
lo,habías,dado,1,2,0.5
habías,dado,xd,1,1,1.0
dado,xd,>,1,1,1.0
",",oye,irving,1,6,0.16666666666666666
oye,irving,si,1,6,0.16666666666666666
irving,si,hicieron,1,1,1.0
si,hicieron,lo,1,1,1.0
de,la,práctica,1,20,0.05
habías,ido,xd,1,1,1.0
la,práctica,que,1,2,0.5
práctica,que,subió,1,1,1.0
que,subió,el,1,1,1.0
subió,el,de,1,1,1.0
el,de,hpc,1,4,0.25
de,hpc,?,1,2,0.5
hpc,?,>,1,1,1.0
<,a,jajajajaja,1,69,0.014492753623188406
a,jajajajaja,pensé,1,1,1.0
jajajajaja,pensé,que,1,1,1.0
que,si,habías,1,15,0.06666666666666667
si,habías,ido,1,1,1.0
donde,a,mí,1,1,1.0
único,lugar,donde,1,1,1.0
bueno,jaja,va,1,3,0.3333333333333333
el,único,lugar,1,1,1.0
información,de,algo,1,1,1.0
de,algo,",",1,1,1.0
algo,",",lo,1,1,1.0
",",lo,harías,1,3,0.3333333333333333
lo,harías,con,1,1,1.0
harías,con,el,1,1,1.0
con,el,model,1,4,0.25
el,model,o,1,2,0.5
model,o,con,1,1,1.0
o,con,el,1,1,1.0
con,el,dto,1,4,0.25
el,dto,?,1,2,0.5
dto,?,>,1,1,1.0
<,o,tienes,1,9,0.1111111111111111
o,tienes,que,1,1,1.0
tienes,que,hacer,1,2,0.5
que,hacer,lo,1,3,0.3333333333333333
hacer,lo,mismo,1,2,0.5
mismo,pero,de,1,2,0.5
pero,de,los,1,3,0.3333333333333333
los,2,y,1,2,0.5
2,y,ya,1,1,1.0
y,ya,mostrando,1,11,0.09090909090909091
ya,mostrando,diferente,1,1,1.0
mostrando,diferente,información,1,1,1.0
diferente,información,?,1,1,1.0
información,?,>,1,1,1.0
la,información,de,1,2,0.5
mostrar,la,información,1,1,1.0
para,mostrar,la,1,1,1.0
dto,es,para,1,1,1.0
teníamos,que,manejar,1,2,0.5
que,manejar,lo,1,1,1.0
manejar,lo,del,1,1,1.0
lo,del,dto,1,7,0.14285714285714285
del,dto,y,1,1,1.0
dto,y,el,1,1,1.0
y,el,model,1,3,0.3333333333333333
el,model,?,1,2,0.5
model,?,>,1,1,1.0
que,según,el,1,2,0.5
según,el,dto,1,2,0.5
el,dto,es,1,2,0.5
es,para,el,1,2,0.5
get,para,mostrar,1,1,1.0
para,el,front,1,4,0.25
el,front,no,1,1,1.0
front,no,?,1,1,1.0
<,pero,osea,1,11,0.09090909090909091
pero,osea,por,1,1,1.0
osea,por,ejemplo,1,1,1.0
por,ejemplo,si,1,1,1.0
ejemplo,si,quieres,1,1,1.0
si,quieres,hacer,1,16,0.0625
quieres,hacer,un,1,1,1.0
hacer,un,get,1,1,1.0
un,get,para,1,1,1.0
bueno,xd,entonces,1,5,0.2
xd,entonces,voy,1,1,1.0
entonces,voy,a,1,1,1.0
agarra,el,get,1,1,1.0
eso,no,se,1,1,1.0
no,se,que,1,11,0.09090909090909091
se,que,onda,1,1,1.0
que,onda,",",1,1,1.0
onda,",",pero,1,1,1.0
",",pero,si,1,19,0.05263157894736842
pero,si,se,1,3,0.3333333333333333
se,lo,dejo,1,5,0.2
lo,dejo,no,1,1,1.0
dejo,no,me,1,1,1.0
no,me,agarra,1,3,0.3333333333333333
me,agarra,el,1,1,1.0
el,get,>,1,1,1.0
es,que,eso,1,29,0.034482758620689655
se,lo,quieres,1,5,0.2
lo,quieres,dejar,1,5,0.2
quieres,dejar,pongo,1,1,1.0
dejar,pongo,debajo,1,1,1.0
pongo,debajo,del,1,1,1.0
debajo,del,app.run,1,1,1.0
del,app.run,(,1,1,1.0
app.run,(,),1,1,1.0
(,),;,1,1,1.0
),;,es,1,1,1.0
;,es,el,1,1,1.0
es,el,único,1,5,0.2
que,eso,no,1,1,1.0
ocelot,",",es,1,1,1.0
voy,a,hacer,1,9,0.1111111111111111
solo,lo,de,1,3,0.3333333333333333
a,hacer,de,1,2,0.5
hacer,de,ambos,1,1,1.0
de,ambos,",",1,1,1.0
ambos,",",>,1,1,1.0
no,jaja,en,1,6,0.16666666666666666
jaja,en,sql,1,1,1.0
en,sql,no,1,1,1.0
sql,no,se,1,1,1.0
no,se,hace,1,11,0.09090909090909091
se,hace,nada,1,1,1.0
hace,nada,",",1,1,1.0
",",solo,lo,1,2,0.5
de,la,conexión,1,20,0.05
el,ocelot,",",1,1,1.0
la,conexión,y,1,1,1.0
conexión,y,todo,1,1,1.0
y,todo,el,1,1,1.0
todo,el,código,1,2,0.5
el,código,del,1,1,1.0
código,del,context,1,1,1.0
del,context,>,1,1,1.0
<,me,jala,1,1,1.0
me,jala,pero,1,1,1.0
jala,pero,sin,1,1,1.0
pero,sin,el,1,2,0.5
sin,el,ocelot,1,1,1.0
",",a,bueno,1,2,0.5
jaja,va,",",1,1,1.0
piden,para,titularte,1,1,1.0
la,primer,actividad,1,1,1.0
ibas,a,ayudar,1,1,1.0
a,ayudar,y,1,1,1.0
ayudar,y,dijo,1,1,1.0
dijo,que,no,1,3,0.3333333333333333
que,no,tenia,1,14,0.07142857142857142
no,tenia,idea,1,1,1.0
tenia,idea,jajaja,1,1,1.0
idea,jajaja,pero,1,1,1.0
jajaja,pero,que,1,4,0.25
pero,que,ahorita,1,1,1.0
ahorita,ya,andaba,1,2,0.5
ya,andaba,bien,1,1,1.0
andaba,bien,prendido,1,1,1.0
bien,prendido,con,1,1,1.0
prendido,con,eso,1,1,1.0
con,eso,y,1,3,0.3333333333333333
eso,y,que,1,3,0.3333333333333333
y,que,lo,1,2,0.5
que,lo,acababa,1,7,0.14285714285714285
lo,acababa,antes,1,1,1.0
acababa,antes,de,1,1,1.0
antes,de,las,1,3,0.3333333333333333
de,las,5,1,10,0.1
las,5,>,1,1,1.0
<,entonces,no,1,4,0.25
se,si,quieras,1,5,0.2
si,quieras,preguntarle,1,2,0.5
le,ibas,a,1,1,1.0
si,le,ibas,1,4,0.25
pregunte,si,le,1,1,1.0
haciendo,lo,del,1,1,1.0
actividad,pero,esa,1,1,1.0
pero,esa,tiene,1,1,1.0
esa,tiene,mi,1,1,1.0
tiene,mi,nombre,1,1,1.0
mi,nombre,jajaja,1,1,1.0
nombre,jajaja,>,1,1,1.0
<,mira,>,1,2,0.5
<,jajaja,alomejor,1,20,0.05
jajaja,alomejor,>,1,1,1.0
si,",",anda,1,15,0.06666666666666667
",",anda,haciendo,1,1,1.0
anda,haciendo,lo,1,1,1.0
lo,del,reporte,1,7,0.14285714285714285
le,pregunte,si,1,1,1.0
del,reporte,y,1,1,1.0
reporte,y,le,1,1,1.0
y,le,dije,1,2,0.5
le,dije,que,1,1,1.0
dije,que,ahorita,1,1,1.0
que,ahorita,le,1,4,0.25
ahorita,le,ayudo,1,1,1.0
le,ayudo,con,1,1,1.0
ayudo,con,la,1,1,1.0
con,la,conclusión,1,1,1.0
<,pues,es,1,4,0.25
que,le,pregunte,1,5,0.2
quieras,preguntarle,a,1,1,1.0
preguntarle,a,el,1,1,1.0
a,el,jajaj,1,1,1.0
sabes,hasta,que,1,1,1.0
una,pregunta,jaja,1,1,1.0
pregunta,jaja,tu,1,1,1.0
jaja,tu,que,1,1,1.0
tu,que,vas,1,1,1.0
que,vas,al,1,2,0.5
vas,al,celex,1,1,1.0
al,celex,ahí,1,1,1.0
celex,ahí,en,1,1,1.0
ahí,en,escom,1,1,1.0
en,escom,",",1,1,1.0
escom,",",sabes,1,1,1.0
",",sabes,hasta,1,1,1.0
hasta,que,nivel,1,1,1.0
",",oye,oye,1,6,0.16666666666666666
que,nivel,tienes,1,1,1.0
nivel,tienes,que,1,1,1.0
tienes,que,llegar,1,2,0.5
que,llegar,para,1,1,1.0
