Term 1,Term 2,Term 3,Trigram Frequency,Context Frequency,Conditional Probability
Pero,esta,biennnn,1,2,0.5
esta,biennnn,|,1,1,1.0
biennnn,|,|,1,1,1.0
|,|,Deveritas,1,1565,0.0006389776357827476
|,Deveritas,?,1,1,1.0
Deveritas,?,|,1,1,1.0
|,|,Perdone,1,1565,0.0006389776357827476
|,Perdone,|,1,1,1.0
Perdone,|,|,1,1,1.0
|,Si,to,1,98,0.01020408163265306
Si,to,bien,1,1,1.0
to,bien,|,1,2,0.5
|,Solo,q,3,5,0.6
Solo,q,|,1,3,0.3333333333333333
|,Ando,haciendo,1,2,0.5
Ando,haciendo,una,1,1,1.0
haciendo,una,tipo,1,1,1.0
una,tipo,tesis,1,1,1.0
tipo,tesis,|,1,1,1.0
tesis,|,|,3,3,1.0
Y,ya,me,1,3,0.3333333333333333
ya,me,aburri,1,4,0.25
me,aburri,|,1,1,1.0
aburri,|,|,1,1,1.0
Solo,q,aun,1,3,0.3333333333333333
q,aun,no,1,1,1.0
aun,no,es,1,2,0.5
no,es,la,1,2,0.5
es,la,tesis,1,1,1.0
la,tesis,",",1,2,0.5
tesis,",",tesis,1,1,1.0
",",tesis,|,1,1,1.0
|,Es,como,1,38,0.02631578947368421
Es,como,plantear,1,1,1.0
como,plantear,la,1,1,1.0
plantear,la,idea,1,1,1.0
la,idea,primero,1,1,1.0
idea,primero,|,1,1,1.0
primero,|,|,1,1,1.0
Y,luego,ya,1,3,0.3333333333333333
luego,ya,q,1,1,1.0
ya,q,me,1,1,1.0
q,me,la,1,3,0.3333333333333333
me,la,aprueben,1,1,1.0
la,aprueben,ahora,1,1,1.0
aprueben,ahora,si,1,1,1.0
ahora,si,ya,1,1,1.0
si,ya,va,1,1,1.0
ya,va,la,1,1,1.0
va,la,tesis,1,2,0.5
la,tesis,|,1,2,0.5
|,|,Nadie,1,1565,0.0006389776357827476
|,Nadie,",",1,1,1.0
Nadie,",",es,1,1,1.0
",",es,obligatorio,1,3,0.3333333333333333
es,obligatorio,TT,1,1,1.0
obligatorio,TT,|,1,1,1.0
|,|,Ntp,1,1565,0.0006389776357827476
|,Ntp,|,1,1,1.0
Ntp,|,|,1,1,1.0
|,|,Yaaa,1,1565,0.0006389776357827476
|,Yaaa,|,1,1,1.0
Yaaa,|,|,1,1,1.0
estoy,en,mi,2,5,0.4
en,mi,casa,3,6,0.5
mi,casa,|,3,4,0.75
casa,|,|,4,4,1.0
|,Bien,",",2,4,0.5
Bien,",",to,1,2,0.5
",",to,bien,1,1,1.0
to,bien,y,1,2,0.5
y,tu,?,1,2,0.5
|,|,Auchhhh,1,1565,0.0006389776357827476
|,Auchhhh,|,1,1,1.0
Auchhhh,|,|,1,1,1.0
No,se,te,1,7,0.14285714285714285
se,te,enterro,1,2,0.5
te,enterro,nada,1,1,1.0
enterro,nada,?,1,1,1.0
nada,?,|,1,1,1.0
|,Espero,que,1,4,0.25
Espero,que,te,1,1,1.0
que,te,vaya,1,1,1.0
te,vaya,mejor,1,1,1.0
vaya,mejor,en,1,1,1.0
mejor,en,lo,1,1,1.0
en,lo,q,1,2,0.5
lo,q,falta,1,6,0.16666666666666666
q,falta,del,1,1,1.0
falta,del,dia,1,1,1.0
del,dia,|,1,1,1.0
dia,|,|,1,1,1.0
kien,sabeee,omg,1,2,0.5
sabeee,omg,|,1,1,1.0
|,|,Nokreo,1,1565,0.0006389776357827476
|,Nokreo,|,1,1,1.0
Nokreo,|,|,1,1,1.0
|,|,Ay,3,1565,0.0019169329073482429
|,Ay,q,1,3,0.3333333333333333
Ay,q,buenooo,1,1,1.0
q,buenooo,|,1,1,1.0
buenooo,|,|,1,1,1.0
|,Yo,pense,1,18,0.05555555555555555
Yo,pense,q,1,1,1.0
pense,q,se,1,1,1.0
q,se,te,1,5,0.2
se,te,habia,1,2,0.5
te,habia,clavado,1,1,1.0
habia,clavado,x.x,1,1,1.0
clavado,x.x,|,1,1,1.0
x.x,|,|,1,1,1.0
|,|,Senti,1,1565,0.0006389776357827476
|,Senti,feo,1,1,1.0
Senti,feo,|,1,1,1.0
|,Animo,",",1,13,0.07692307692307693
Animo,",",veras,1,1,1.0
",",veras,que,1,1,1.0
veras,que,si,1,1,1.0
que,si,|,1,4,0.25
|,Animo,animo,1,13,0.07692307692307693
Animo,animo,|,1,1,1.0
animo,|,|,1,1,1.0
|,|,Del,3,1565,0.0019169329073482429
|,Del,25,1,3,0.3333333333333333
Del,25,de,1,1,1.0
25,de,oct,1,1,1.0
de,oct,creo,1,1,1.0
oct,creo,al,1,1,1.0
creo,al,28,1,1,1.0
al,28,|,1,1,1.0
28,|,|,1,1,1.0
|,|,Helao,1,1565,0.0006389776357827476
|,Helao,|,1,1,1.0
Helao,|,|,1,1,1.0
|,No,tiene,1,77,0.012987012987012988
No,tiene,tampoco,1,1,1.0
tiene,tampoco,jajaj,1,1,1.0
tampoco,jajaj,|,1,1,1.0
|,|,04-nov,1,1565,0.0006389776357827476
|,04-nov,|,1,1,1.0
04-nov,|,|,1,1,1.0
|,|,Obvio,1,1565,0.0006389776357827476
|,Obvio,|,1,1,1.0
Obvio,|,|,1,1,1.0
De,q,te,1,7,0.14285714285714285
q,te,lo,1,6,0.16666666666666666
te,lo,haces,1,1,1.0
lo,haces,?,1,1,1.0
haces,?,|,1,1,1.0
|,|,lOl,1,1565,0.0006389776357827476
|,lOl,|,1,1,1.0
lOl,|,|,1,1,1.0
|,En,fa,1,5,0.2
En,fa,|,1,1,1.0
fa,|,|,1,1,1.0
|,Para,ayer,1,4,0.25
Para,ayer,|,1,1,1.0
ayer,|,|,3,3,1.0
|,Te,creoooo,1,11,0.09090909090909091
Te,creoooo,|,1,1,1.0
creoooo,|,|,1,1,1.0
|,Animo,puej,1,13,0.07692307692307693
Animo,puej,|,1,1,1.0
puej,|,|,1,1,1.0
|,|,Re,1,1565,0.0006389776357827476
|,Re,epica,1,1,1.0
Re,epica,esa,1,1,1.0
epica,esa,escena,1,1,1.0
esa,escena,|,1,1,1.0
escena,|,|,1,1,1.0
|,Quien,sabee,1,4,0.25
Quien,sabee,|,1,1,1.0
sabee,|,|,1,1,1.0
De,hecho,estaba,1,5,0.2
hecho,estaba,mimida,1,1,1.0
estaba,mimida,|,1,2,0.5
mimida,|,|,1,1,1.0
|,Si,cierto,1,98,0.01020408163265306
Si,cierto,|,1,1,1.0
Ya,lo,habia,1,4,0.25
lo,habia,olvidado,1,2,0.5
habia,olvidado,|,1,1,1.0
olvidado,|,|,1,1,1.0
|,Te,diria,1,11,0.09090909090909091
Te,diria,q,1,1,1.0
diria,q,mejor,1,1,1.0
q,mejor,mañana,1,1,1.0
mejor,mañana,|,1,1,1.0
se,si,mañana,1,3,0.3333333333333333
si,mañana,si,1,1,1.0
mañana,si,jajajaj,1,1,1.0
si,jajajaj,|,1,1,1.0
Es,q,creooo,1,11,0.09090909090909091
q,creooo,|,1,1,1.0
creooo,|,|,1,1,1.0
|,Q,mañana,1,26,0.038461538461538464
Q,mañana,me,1,1,1.0
mañana,me,toca,1,1,1.0
me,toca,jornada,1,1,1.0
toca,jornada,laboral,1,1,1.0
jornada,laboral,|,1,1,1.0
laboral,|,|,1,1,1.0
O,sea,de,1,5,0.2
sea,de,q,1,1,1.0
de,q,quedarme,1,6,0.16666666666666666
q,quedarme,hasta,1,1,1.0
quedarme,hasta,tarde,1,1,1.0
hasta,tarde,en,1,1,1.0
tarde,en,la,1,1,1.0
en,la,escuela,1,10,0.1
la,escuela,|,1,1,1.0
|,No,seee,1,77,0.012987012987012988
No,seee,|,1,1,1.0
|,|,Depende,1,1565,0.0006389776357827476
|,Depende,de,1,1,1.0
Depende,de,un,1,1,1.0
de,un,prof,1,4,0.25
un,prof,|,1,1,1.0
prof,|,|,1,1,1.0
|,Mejor,mañana,1,3,0.3333333333333333
Mejor,mañana,|,1,1,1.0
|,Jajaja,si,1,15,0.06666666666666667
Jajaja,si,|,1,1,1.0
|,|,Sabes,3,1565,0.0019169329073482429
|,Sabes,q,1,3,0.3333333333333333
Sabes,q,no,1,1,1.0
q,no,|,2,6,0.3333333333333333
Solo,q,me,1,3,0.3333333333333333
q,me,canso,1,3,0.3333333333333333
me,canso,nomas,1,1,1.0
canso,nomas,de,1,1,1.0
nomas,de,existir,1,1,1.0
de,existir,|,1,1,1.0
existir,|,|,1,1,1.0
De,q,edo,1,7,0.14285714285714285
q,edo,|,1,1,1.0
edo,|,|,1,1,1.0
|,|,Naaa,2,1565,0.0012779552715654952
|,Naaa,|,2,2,1.0
Naaa,|,|,2,2,1.0
|,|,Soty,1,1565,0.0006389776357827476
|,Soty,supersonic,1,1,1.0
Soty,supersonic,|,1,1,1.0
supersonic,|,|,1,1,1.0
|,|,Ni,4,1565,0.0025559105431309905
|,Ni,la,1,4,0.25
Ni,la,conoces,1,1,1.0
la,conoces,vdd,1,1,1.0
conoces,vdd,?,1,1,1.0
|,|,Llegue,1,1565,0.0006389776357827476
|,Llegue,a,1,1,1.0
Llegue,a,la,1,1,1.0
a,la,conclusion,1,2,0.5
la,conclusion,de,1,1,1.0
conclusion,de,q,1,1,1.0
de,q,el,1,6,0.16666666666666666
q,el,solo,1,1,1.0
el,solo,q,1,1,1.0
solo,q,mas,1,1,1.0
q,mas,me,1,1,1.0
mas,me,gusto,1,1,1.0
me,gusto,fue,1,1,1.0
gusto,fue,el,1,1,1.0
fue,el,de,1,1,1.0
el,de,wintar,1,1,1.0
de,wintar,|,1,1,1.0
wintar,|,|,1,1,1.0
Esta,muy,buena,1,2,0.5
muy,buena,|,2,2,1.0
buena,|,|,3,3,1.0
|,Q,horror,2,26,0.07692307692307693
Q,horror,|,2,2,1.0
horror,|,|,2,2,1.0
|,|,Fuersa,3,1565,0.0019169329073482429
|,Fuersa,bro,2,3,0.6666666666666666
Fuersa,bro,|,2,2,1.0
bro,|,|,2,2,1.0
|,Si,mimi,1,98,0.01020408163265306
Si,mimi,bien,1,1,1.0
mimi,bien,",",1,1,1.0
bien,",",aunque,1,1,1.0
",",aunque,no,1,1,1.0
aunque,no,keria,1,1,1.0
no,keria,levantarme,1,1,1.0
keria,levantarme,TT,1,1,1.0
levantarme,TT,|,1,1,1.0
|,No,soñe,1,77,0.012987012987012988
No,soñe,nd,1,1,1.0
|,|,Suerte,1,1565,0.0006389776357827476
|,Suerte,|,1,1,1.0
Suerte,|,|,1,1,1.0
|,Y,recuerda,1,38,0.02631578947368421
Y,recuerda,chika,1,1,1.0
recuerda,chika,",",1,1,1.0
chika,",",eres,1,1,1.0
",",eres,una,1,1,1.0
eres,una,lucky,1,1,1.0
una,lucky,girl,1,1,1.0
lucky,girl,syndrome,1,1,1.0
girl,syndrome,|,1,1,1.0
syndrome,|,|,1,1,1.0
|,|,JAJAJAJA,2,1565,0.0012779552715654952
|,JAJAJAJA,|,2,2,1.0
JAJAJAJA,|,|,2,2,1.0
|,|,Busca,2,1565,0.0012779552715654952
|,Busca,la,1,2,0.5
Busca,la,imagennn,1,1,1.0
la,imagennn,|,1,1,1.0
imagennn,|,|,1,1,1.0
|,|,Épico,1,1565,0.0006389776357827476
|,Épico,|,1,1,1.0
Épico,|,|,1,1,1.0
|,Mas,claro,1,3,0.3333333333333333
Mas,claro,ni,1,1,1.0
claro,ni,al,1,1,1.0
ni,al,agua,1,1,1.0
al,agua,|,1,1,1.0
agua,|,|,1,1,1.0
|,|,Olaaa,1,1565,0.0006389776357827476
|,Olaaa,|,1,1,1.0
Olaaa,|,|,1,1,1.0
|,Ya,le,1,63,0.015873015873015872
Ya,le,llego,1,1,1.0
le,llego,?,1,1,1.0
llego,?,Onta,1,1,1.0
?,Onta,?,1,1,1.0
esta,bn,cara,1,4,0.25
bn,cara,ahi,1,1,1.0
cara,ahi,|,1,1,1.0
ahi,|,|,1,1,1.0
|,|,Nosotros,1,1565,0.0006389776357827476
|,Nosotros,|,1,1,1.0
Nosotros,|,|,1,1,1.0
|,Ya,orita,1,63,0.015873015873015872
Ya,orita,?,1,1,1.0
orita,?,|,1,1,1.0
|,|,Gogog,1,1565,0.0006389776357827476
|,Gogog,|,1,1,1.0
Gogog,|,|,1,1,1.0
|,|,Jajajjq,1,1565,0.0006389776357827476
|,Jajajjq,|,1,1,1.0
Jajajjq,|,|,1,1,1.0
|,Es,mucho,1,38,0.02631578947368421
Es,mucho,|,1,1,1.0
mucho,|,|,2,2,1.0
Pero,no,complicao,1,14,0.07142857142857142
no,complicao,|,1,1,1.0
complicao,|,|,1,1,1.0
Espero,q,mañana,1,3,0.3333333333333333
q,mañana,|,1,1,1.0
|,|,Oraaaa,1,1565,0.0006389776357827476
|,Oraaaa,|,1,1,1.0
Oraaaa,|,|,1,1,1.0
Hay,q,chambear,1,4,0.25
q,chambear,|,1,1,1.0
chambear,|,|,1,1,1.0
|,|,Cuando,2,1565,0.0012779552715654952
|,Cuando,|,1,2,0.5
Cuando,|,|,1,1,1.0
|,Es,vdd,1,38,0.02631578947368421
Es,vdd,|,1,1,1.0
|,|,Acaba,1,1565,0.0006389776357827476
|,Acaba,el,1,1,1.0
Acaba,el,prox,1,1,1.0
el,prox,año,1,1,1.0
prox,año,vda,1,1,1.0
año,vda,?,1,1,1.0
vda,?,|,1,1,1.0
Q,es,eso,1,2,0.5
es,eso,|,1,1,1.0
|,|,Cosas,1,1565,0.0006389776357827476
|,Cosas,de,1,1,1.0
Cosas,de,niuyork,1,1,1.0
de,niuyork,|,1,1,1.0
niuyork,|,|,1,1,1.0
|,|,Nonooo,1,1565,0.0006389776357827476
|,Nonooo,|,1,1,1.0
Nonooo,|,|,1,1,1.0
si,a,las,1,2,0.5
a,las,10,1,3,0.3333333333333333
las,10,salia,1,1,1.0
10,salia,|,1,1,1.0
salia,|,|,1,1,1.0
Pero,ya,estaba,1,4,0.25
ya,estaba,petada,1,1,1.0
estaba,petada,a,1,1,1.0
petada,a,esa,1,1,1.0
|,De,cuanto,1,23,0.043478260869565216
De,cuanto,?,1,1,1.0
cuanto,?,?,1,2,0.5
No,lo,vi,1,2,0.5
lo,vi,|,1,1,1.0
|,Eso,fue,1,9,0.1111111111111111
Eso,fue,lo,1,1,1.0
fue,lo,peor,1,1,1.0
lo,peor,|,1,1,1.0
peor,|,|,1,1,1.0
|,Y,pq,1,38,0.02631578947368421
Y,pq,no,1,1,1.0
pq,no,47.5k,1,1,1.0
no,47.5k,?,1,1,1.0
47.5k,?,|,1,1,1.0
|,Jajajaj,ay,1,44,0.022727272727272728
Jajajaj,ay,apoco,1,1,1.0
ay,apoco,si,1,1,1.0
apoco,si,|,1,1,1.0
|,|,Acepto,1,1565,0.0006389776357827476
|,Acepto,|,1,1,1.0
Acepto,|,|,1,1,1.0
|,Mejor,juego,1,3,0.3333333333333333
Mejor,juego,dress,1,1,1.0
juego,dress,to,1,1,1.0
dress,to,impress,1,1,1.0
to,impress,|,1,1,1.0
impress,|,|,1,1,1.0
|,Cuando,vino,1,2,0.5
Cuando,vino,wtf,1,1,1.0
vino,wtf,|,1,1,1.0
wtf,|,|,1,1,1.0
|,Mi,bffo,1,4,0.25
Mi,bffo,",",1,1,1.0
bffo,",",como,1,1,1.0
",",como,el,1,1,1.0
como,el,drizzzz,1,1,1.0
el,drizzzz,|,1,1,1.0
drizzzz,|,|,1,1,1.0
Si,",",xfa,1,3,0.3333333333333333
",",xfa,|,1,1,1.0
xfa,|,|,1,1,1.0
|,|,Coinsido,1,1565,0.0006389776357827476
|,Coinsido,|,1,1,1.0
Coinsido,|,|,1,1,1.0
|,|,Aca,4,1565,0.0025559105431309905
|,Aca,x,1,4,0.25
Aca,x,mi,1,1,1.0
x,mi,escuela,1,1,1.0
mi,escuela,hay,1,4,0.25
escuela,hay,una,1,1,1.0
hay,una,churreria,1,2,0.5
una,churreria,muy,1,2,0.5
churreria,muy,buena,1,1,1.0
|,Hay,de,1,5,0.2
Hay,de,los,1,1,1.0
de,los,dos,1,5,0.2
los,dos,|,1,1,1.0
dos,|,|,1,1,1.0
|,|,Estan,3,1565,0.0019169329073482429
|,Estan,bn,1,3,0.3333333333333333
Estan,bn,caros,1,1,1.0
bn,caros,|,1,1,1.0
caros,|,|,1,1,1.0
|,No,compro,1,77,0.012987012987012988
No,compro,|,1,1,1.0
compro,|,|,1,1,1.0
No,es,asi,1,3,0.3333333333333333
es,asi,de,1,1,1.0
asi,de,q,1,1,1.0
de,q,",",1,6,0.16666666666666666
q,",",ay,1,1,1.0
",",ay,los,1,1,1.0
ay,los,vende,1,1,1.0
los,vende,un,1,1,1.0
vende,un,señor,1,1,1.0
un,señor,|,1,1,1.0
señor,|,|,1,1,1.0
|,Es,una,1,38,0.02631578947368421
Es,una,churreria,1,1,1.0
una,churreria,de,1,2,0.5
churreria,de,cadena,1,1,1.0
de,cadena,|,1,1,1.0
cadena,|,|,1,1,1.0
|,Se,llama,1,7,0.14285714285714285
Se,llama,don,1,1,1.0
llama,don,porfirio,1,1,1.0
don,porfirio,|,1,1,1.0
porfirio,|,|,1,1,1.0
|,Aca,igual,2,4,0.5
Aca,igual,|,1,2,0.5
igual,|,|,1,1,1.0
Pero,no,tanto,1,14,0.07142857142857142
no,tanto,|,2,2,1.0
tanto,|,|,2,2,1.0
|,Omggg,siii,1,4,0.25
Omggg,siii,|,1,1,1.0
|,Perdon,|,3,4,0.75
Perdon,|,|,3,3,1.0
|,|,Porrr,1,1565,0.0006389776357827476
|,Porrr,|,1,1,1.0
Porrr,|,|,1,1,1.0
|,|,Kieres,1,1565,0.0006389776357827476
|,Kieres,jugar,1,1,1.0
Kieres,jugar,?,1,1,1.0
jugar,?,|,1,1,1.0
|,Pero,caro,1,57,0.017543859649122806
Pero,caro,|,1,1,1.0
|,|,Vavava,1,1565,0.0006389776357827476
|,Vavava,|,1,1,1.0
Vavava,|,|,1,1,1.0
|,Nomas,deja,1,5,0.2
Nomas,deja,me,1,1,1.0
deja,me,llevo,1,1,1.0
me,llevo,mi,1,1,1.0
llevo,mi,cena,1,1,1.0
mi,cena,|,1,1,1.0
cena,|,|,1,1,1.0
|,|,Nooombre,3,1565,0.0019169329073482429
|,Nooombre,|,3,3,1.0
Nooombre,|,|,3,3,1.0
|,La,vda,1,9,0.1111111111111111
La,vda,no,1,1,1.0
vda,no,me,1,1,1.0
|,El,dia,1,11,0.09090909090909091
El,dia,q,1,1,1.0
dia,q,fui,1,1,1.0
q,fui,ya,1,1,1.0
fui,ya,tiene,1,1,1.0
ya,tiene,mucho,1,2,0.5
tiene,mucho,pero,1,1,1.0
mucho,pero,no,1,1,1.0
pero,no,estaban,1,5,0.2
no,estaban,a,1,1,1.0
estaban,a,30,1,1,1.0
a,30,|,1,1,1.0
30,|,|,1,1,1.0
|,A,vale,1,29,0.034482758620689655
A,vale,|,1,1,1.0
|,Jajaja,siii,1,15,0.06666666666666667
Jajaja,siii,|,1,1,1.0
|,|,Cereal,1,1565,0.0006389776357827476
|,Cereal,|,1,1,1.0
Cereal,|,|,1,1,1.0
|,Es,uno,1,38,0.02631578947368421
Es,uno,de,1,1,1.0
uno,de,all,1,1,1.0
de,all,bran,1,1,1.0
all,bran,kreo,1,1,1.0
bran,kreo,|,1,1,1.0
|,Estan,muy,1,3,0.3333333333333333
Estan,muy,fit,1,1,1.0
muy,fit,|,1,1,1.0
fit,|,|,1,1,1.0
mi,me,gustan,1,2,0.5
me,gustan,|,1,3,0.3333333333333333
gustan,|,|,1,1,1.0
|,Pq,no,2,17,0.11764705882352941
Pq,no,me,1,2,0.5
no,me,empalagan,1,3,0.3333333333333333
me,empalagan,|,1,1,1.0
empalagan,|,|,1,1,1.0
|,Pero,si,2,57,0.03508771929824561
Pero,si,",",1,2,0.5
si,",",justo,1,2,0.5
",",justo,algunos,1,1,1.0
justo,algunos,ni,1,1,1.0
algunos,ni,tienen,1,1,1.0
ni,tienen,de,1,1,1.0
tienen,de,q,1,1,1.0
de,q,azucar,1,6,0.16666666666666666
q,azucar,|,1,1,1.0
|,Ay,si,1,3,0.3333333333333333
Ay,si,|,1,1,1.0
|,Si,luego,1,98,0.01020408163265306
Si,luego,te,1,1,1.0
luego,te,echas,1,1,1.0
te,echas,el,1,1,1.0
echas,el,q,1,1,1.0
el,q,son,1,1,1.0
q,son,como,1,1,1.0
son,como,galletitas,1,2,0.5
como,galletitas,mini,1,1,1.0
galletitas,mini,no,1,1,1.0
mini,no,?,1,1,1.0
|,Mañana,si,1,5,0.2
Mañana,si,dios,1,1,1.0
si,dios,quiere,1,1,1.0
dios,quiere,|,1,1,1.0
quiere,|,|,1,1,1.0
|,|,Ontas,1,1565,0.0006389776357827476
|,Ontas,|,1,1,1.0
Ontas,|,|,1,1,1.0
|,Ya,te,2,63,0.031746031746031744
Ya,te,soltaron,1,2,0.5
te,soltaron,?,1,1,1.0
soltaron,?,|,1,1,1.0
|,|,Estaba,1,1565,0.0006389776357827476
|,Estaba,haciendo,1,1,1.0
Estaba,haciendo,tarea,1,1,1.0
haciendo,tarea,|,1,1,1.0
|,|,Ainoooo,1,1565,0.0006389776357827476
|,Ainoooo,",",1,1,1.0
Ainoooo,",",que,1,1,1.0
",",que,le,1,1,1.0
que,le,paso,1,1,1.0
le,paso,TT,1,1,1.0
paso,TT,|,1,1,1.0
no,",",yo,1,2,0.5
",",yo,tengo,1,2,0.5
yo,tengo,un,1,1,1.0
tengo,un,monton,1,2,0.5
|,Y,ahorita,1,38,0.02631578947368421
Y,ahorita,como,1,1,1.0
ahorita,como,esta,1,1,1.0
como,esta,?,1,1,1.0
esta,?,|,2,2,1.0
|,|,Jajajqj,2,1565,0.0012779552715654952
|,Jajajqj,|,2,2,1.0
Jajajqj,|,|,2,2,1.0
|,|,Double,1,1565,0.0006389776357827476
|,Double,kill,1,1,1.0
Double,kill,|,1,1,1.0
kill,|,|,1,1,1.0
Que,bueno,",",1,2,0.5
bueno,",",pobrecita,1,1,1.0
",",pobrecita,|,1,1,1.0
pobrecita,|,|,1,1,1.0
|,Eii,",",1,3,0.3333333333333333
Eii,",",asi,1,1,1.0
",",asi,la,1,2,0.5
asi,la,vida,1,1,1.0
la,vida,aca,1,6,0.16666666666666666
vida,aca,|,1,1,1.0
|,Fuersa,sis,1,3,0.3333333333333333
Fuersa,sis,|,1,1,1.0
sis,|,|,1,1,1.0
|,|,Eres,2,1565,0.0012779552715654952
|,Eres,debil,1,2,0.5
Eres,debil,saske,1,1,1.0
debil,saske,|,1,1,1.0
saske,|,|,1,1,1.0
|,Y,en,1,38,0.02631578947368421
Y,en,q,1,1,1.0
en,q,acaba,1,1,1.0
q,acaba,?,1,1,1.0
acaba,?,|,1,1,1.0
|,Ya,bn,1,63,0.015873015873015872
Ya,bn,tarde,1,1,1.0
bn,tarde,|,1,1,1.0
tarde,|,|,1,1,1.0
|,Es,ese,1,38,0.02631578947368421
Es,ese,?,1,1,1.0
ese,?,😦,1,1,1.0
?,😦,|,1,1,1.0
😦,|,|,1,1,1.0
|,Q,bueno,2,26,0.07692307692307693
Q,bueno,|,2,2,1.0
|,|,Nourrrr,1,1565,0.0006389776357827476
|,Nourrrr,|,1,1,1.0
Nourrrr,|,|,1,1,1.0
|,|,Cayo,1,1565,0.0006389776357827476
|,Cayo,muy,1,1,1.0
Cayo,muy,bajo,1,1,1.0
muy,bajo,|,1,1,1.0
bajo,|,|,1,1,1.0
Pq,tengo,tarea,1,2,0.5
tengo,tarea,|,1,1,1.0
|,Yo,bien,1,18,0.05555555555555555
Yo,bien,kenchana,1,1,1.0
bien,kenchana,en,1,1,1.0
kenchana,en,la,1,1,1.0
en,la,madrugada,1,10,0.1
la,madrugada,dice,1,1,1.0
madrugada,dice,|,1,1,1.0
|,Y,digo,1,38,0.02631578947368421
Y,digo,itadakimaaaas,1,1,1.0
digo,itadakimaaaas,|,1,1,1.0
itadakimaaaas,|,|,1,1,1.0
|,|,Muy,3,1565,0.0019169329073482429
|,Muy,bueno,1,3,0.3333333333333333
Muy,bueno,|,1,1,1.0
|,|,I,1,1565,0.0006389776357827476
|,I,know,1,1,1.0
I,know,|,1,1,1.0
know,|,|,1,1,1.0
|,Yo,tengo,1,18,0.05555555555555555
Yo,tengo,tremenda,1,1,1.0
tengo,tremenda,obsesion,1,1,1.0
tremenda,obsesion,|,1,1,1.0
obsesion,|,|,1,1,1.0
|,Con,nemonemo,1,4,0.25
Con,nemonemo,|,1,1,1.0
nemonemo,|,|,1,1,1.0
|,Pq,la,1,17,0.058823529411764705
Pq,la,conoci,1,1,1.0
la,conoci,ayer,1,1,1.0
conoci,ayer,|,1,1,1.0
|,Es,muy,1,38,0.02631578947368421
Es,muy,jpop,1,1,1.0
muy,jpop,|,1,1,1.0
jpop,|,|,1,1,1.0
|,Me,gusto,1,31,0.03225806451612903
Me,gusto,mucho,1,1,1.0
gusto,mucho,|,1,1,1.0
|,Me,parece,1,31,0.03225806451612903
Me,parece,una,1,1,1.0
parece,una,miku,1,1,1.0
una,miku,en,1,1,1.0
miku,en,la,1,1,1.0
en,la,vida,2,10,0.2
la,vida,real,2,6,0.3333333333333333
vida,real,|,2,2,1.0
|,Ya,tiene,1,63,0.015873015873015872
Ya,tiene,un,1,1,1.0
tiene,un,ratote,1,1,1.0
un,ratote,|,1,1,1.0
ratote,|,|,1,1,1.0
|,Es,ex,1,38,0.02631578947368421
Es,ex,izone,1,1,1.0
ex,izone,|,1,1,1.0
izone,|,|,1,1,1.0
|,|,Sepa,2,1565,0.0012779552715654952
|,Sepa,|,2,2,1.0
Sepa,|,|,2,2,1.0
|,|,JAJJAJA,1,1565,0.0006389776357827476
|,JAJJAJA,|,1,1,1.0
JAJJAJA,|,|,1,1,1.0
Ya,lo,tengo,1,4,0.25
lo,tengo,|,1,1,1.0
tengo,|,|,2,2,1.0
|,|,Ira,1,1565,0.0006389776357827476
|,Ira,ira,1,1,1.0
Ira,ira,|,1,1,1.0
ira,|,|,1,1,1.0
|,Si,puedes,1,98,0.01020408163265306
Si,puedes,|,1,1,1.0
puedes,|,|,1,1,1.0
|,|,Jigumi,1,1565,0.0006389776357827476
|,Jigumi,|,1,1,1.0
Jigumi,|,|,1,1,1.0
|,Asi,se,1,9,0.1111111111111111
Asi,se,llama,1,1,1.0
se,llama,jajaja,1,3,0.3333333333333333
llama,jajaja,|,1,1,1.0
|,Busca,si,1,2,0.5
Busca,si,quieres,1,1,1.0
si,quieres,|,1,1,1.0
quieres,|,|,1,1,1.0
|,Claro,q,1,8,0.125
Claro,q,no,1,1,1.0
|,Si,se,1,98,0.01020408163265306
Si,se,parecen,1,1,1.0
se,parecen,pero,1,1,1.0
parecen,pero,no,1,1,1.0
pero,no,tanto,1,5,0.2
|,|,Tmb,2,1565,0.0012779552715654952
|,Tmb,sabes,1,2,0.5
Tmb,sabes,|,1,1,1.0
sabes,|,|,1,1,1.0
|,Me,da,1,31,0.03225806451612903
Me,da,vibes,1,1,1.0
da,vibes,de,1,1,1.0
vibes,de,ser,1,1,1.0
de,ser,una,1,1,1.0
ser,una,ai,1,1,1.0
una,ai,en,1,2,0.5
ai,en,la,1,1,1.0
De,q,si,1,7,0.14285714285714285
q,si,hacen,1,4,0.25
si,hacen,live,1,1,1.0
hacen,live,action,1,1,1.0
live,action,debe,1,1,1.0
action,debe,ser,1,1,1.0
debe,ser,ai,1,1,1.0
ser,ai,ella,1,1,1.0
ai,ella,|,1,1,1.0
|,Si,jajaj,1,98,0.01020408163265306
Si,jajaj,|,1,1,1.0
De,hecho,tenia,1,5,0.2
hecho,tenia,una,1,1,1.0
tenia,una,portada,1,1,1.0
una,portada,q,1,1,1.0
portada,q,se,1,1,1.0
q,se,le,1,5,0.2
se,le,parecia,1,2,0.5
le,parecia,a,1,1,1.0
parecia,a,ai,1,2,0.5
a,ai,|,1,1,1.0
ai,|,|,2,2,1.0
