Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
no,soy,tan,2,7,0.2857142857142857
>,<,noo,2,12341,0.00016206142127866461
<,mi,equipo,2,48,0.041666666666666664
que,aaaa,>,2,2,1.0
<,ok,eso,2,174,0.011494252873563218
cual,es,la,2,12,0.16666666666666666
hay,>,<,2,2,1.0
de,una,niña,2,16,0.125
pesar,de,que,2,4,0.5
pero,igual,de,2,4,0.5
misiones,>,<,2,2,1.0
control,),y,2,3,0.6666666666666666
como,me,gustaron,2,17,0.11764705882352941
que,hay,>,2,14,0.14285714285714285
que,me,dice,2,189,0.010582010582010581
que,ufff,>,2,4,0.5
me,volvio,a,2,2,1.0
espero,y,si,2,9,0.2222222222222222
<,o,cuando,2,111,0.018018018018018018
<,solo,quiero,2,57,0.03508771929824561
me,dice,>,2,9,0.2222222222222222
mate,a,un,2,5,0.4
ya,no,es,2,59,0.03389830508474576
mitad,del,otro,2,2,1.0
<,solo,si,2,57,0.03508771929824561
como,a,que,2,12,0.16666666666666666
chingo,de,ganas,2,14,0.14285714285714285
<,entro,en,2,3,0.6666666666666666
el,don't,starve,2,2,1.0
<,disfrute,su,2,4,0.5
no,se,ve,2,206,0.009708737864077669
al,inicio,>,2,2,1.0
ps,si,si,2,15,0.13333333333333333
me,wa,dormir,2,8,0.25
me,disculpas,me,2,2,1.0
si,me,disculpas,2,116,0.017241379310344827
solo,dire,que,2,3,0.6666666666666666
spoilers,>,<,2,2,1.0
<,soy,una,2,22,0.09090909090909091
<,pero,esta,2,345,0.005797101449275362
hacer,una,prueba,2,5,0.4
del,god,of,2,4,0.5
a,la,valquiria,2,112,0.017857142857142856
vale,pa,pura,2,2,1.0
qué,>,<,2,2,1.0
adivina,qué,>,2,2,1.0
prendo,a,las,2,2,1.0
<,apenas,>,2,20,0.1
<,la,puta,2,85,0.023529411764705882
pura,verga,>,2,2,1.0
campaña,>,<,2,2,1.0
prender,en,el,2,2,1.0
la,campaña,>,2,3,0.6666666666666666
y,en,directo,2,40,0.05
y,es,la,2,20,0.1
valquiria,>,<,2,2,1.0
rocket,>,<,2,2,1.0
en,el,rocket,2,180,0.011111111111111112
del,gow,>,2,2,1.0
la,historia,del,2,26,0.07692307692307693
en,el,god,2,180,0.011111111111111112
evangelion,>,<,2,2,1.0
que,ir,>,2,6,0.3333333333333333
tengo,que,ir,2,24,0.08333333333333333
me,tengo,que,2,2,1.0
lo,único,que,2,4,0.5
prime,video,>,2,3,0.6666666666666666
y,pos,en,2,24,0.08333333333333333
de,evangelion,>,2,2,1.0
de,que,cuando,2,106,0.018867924528301886
lo,mejor,>,2,30,0.06666666666666667
era,>,<,2,2,1.0
y,para,que,2,10,0.2
caes,?,>,2,2,1.0
le,caes,?,2,3,0.6666666666666666
<,le,caes,2,60,0.03333333333333333
<,también,hoy,2,42,0.047619047619047616
ver,que,pasa,2,17,0.11764705882352941
al,rato,o,2,40,0.05
si,me,daban,2,116,0.017241379310344827
a,probar,con,2,13,0.15384615384615385
la,página,de,2,4,0.5
de,decirle,que,2,2,1.0
ganas,de,decirle,2,23,0.08695652173913043
daban,ganas,de,2,2,1.0
me,daban,ganas,2,2,1.0
<,y,nadamas,2,991,0.0020181634712411706
que,aaa,>,2,3,0.6666666666666666
preguntó,de,que,2,2,1.0
me,preguntó,de,2,6,0.3333333333333333
aseo,>,<,2,2,1.0
el,aseo,>,2,4,0.5
aaa,no,se,2,2,1.0
es,que,de,2,183,0.01092896174863388
los,videos,>,2,5,0.4
la,mitad,del,2,4,0.5
ando,desganado,>,2,2,1.0
reprobar,>,<,2,2,1.0
<,pq,>,2,208,0.009615384615384616
y,nmms,me,2,9,0.2222222222222222
pesos,>,<,2,2,1.0
yeo,>,<,2,2,1.0
<,yeo,>,2,2,1.0
>,<,yeo,2,12341,0.00016206142127866461
un,mes,>,2,8,0.25
a,descansar,un,2,5,0.4
>,<,adivina,2,12341,0.00016206142127866461
de,la,misma,2,155,0.012903225806451613
que,es,de,2,56,0.03571428571428571
de,stremear,>,2,2,1.0
aaaa,ok,ok,2,2,1.0
<,aaaa,ok,2,14,0.14285714285714285
antivirus,>,<,2,2,1.0
voy,hacer,>,2,16,0.125
<,felicidades,>,2,7,0.2857142857142857
felicidades,>,<,2,2,1.0
el,reembolso,del,2,2,1.0
<,siempre,lo,2,17,0.11764705882352941
jugar,un,rato,2,2,1.0
vavava,me,avisas,2,2,1.0
<,vavava,me,2,106,0.018867924528301886
del,phasmo,>,2,2,1.0
reembolso,del,phasmo,2,2,1.0
te,digo,ya,2,30,0.06666666666666667
con,la,tienda,2,40,0.05
un,terraria,>,2,3,0.6666666666666666
bañarme,>,<,2,2,1.0
<,uff,si,2,25,0.08
inglés,>,<,2,2,1.0
aunque,no,se,2,5,0.4
tienda,de,puntos,2,5,0.4
<,que,pq,2,226,0.008849557522123894
deja,>,<,2,2,1.0
me,deja,>,2,4,0.5
lo,acabo,de,2,3,0.6666666666666666
ademas,de,que,2,2,1.0
<,ademas,de,2,11,0.18181818181818182
hasta,que,me,2,7,0.2857142857142857
<,pero,ando,2,345,0.005797101449275362
mas,cerca,del,2,3,0.6666666666666666
vez,mas,cerca,2,6,0.3333333333333333
<,lo,acabo,2,107,0.018691588785046728
hora,andas,libre,2,2,1.0
aaaaaaaaaaaaaaaaa,>,<,2,2,1.0
streams,>,<,2,2,1.0
franquicia,>,<,2,2,1.0
no,si,se,2,2,1.0
y,no,si,2,83,0.024096385542168676
desganado,>,<,2,2,1.0
que,hora,andas,2,21,0.09523809523809523
en,la,reunión,2,111,0.018018018018018018
si,es,mi,2,24,0.08333333333333333
cagado,>,<,2,2,1.0
puedes,hablar,?,2,2,1.0
el,micro,>,2,2,1.0
libre,bro,?,2,2,1.0
tas,libre,bro,2,4,0.5
razon,>,<,2,2,1.0
tienes,razon,>,2,2,1.0
atrasarme,>,<,2,2,1.0
la,reunión,de,2,3,0.6666666666666666
no,lo,merezco,2,40,0.05
que,lo,merezco,2,42,0.047619047619047616
>,<,habia,2,12341,0.00016206142127866461
zoom,>,<,2,2,1.0
de,zoom,>,2,3,0.6666666666666666
reunión,de,zoom,2,2,1.0
de,intentar,y,2,2,1.0
<,puedes,jugar,2,5,0.4
y,la,mitad,2,39,0.05128205128205128
perfil,de,steam,2,3,0.6666666666666666
<,la,cual,2,85,0.023529411764705882
la,mision,de,2,3,0.6666666666666666
para,desbloquear,la,2,4,0.5
tenerla,>,<,2,2,1.0
me,tuve,que,2,2,1.0
<,me,tuve,2,248,0.008064516129032258
<,y,puedes,2,991,0.0020181634712411706
portal,del,tiempo,2,2,1.0
te,imaginas,que,2,2,1.0
>,<,pasamos,2,12341,0.00016206142127866461
y,nos,fuimos,2,8,0.25
por,cuestiones,de,2,2,1.0
asi,alv,>,2,2,1.0
ya,asi,alv,2,3,0.6666666666666666
de,nuevo,pero,2,22,0.09090909090909091
mejor,a,las,2,3,0.6666666666666666
historia,que,ya,2,4,0.5
me,spoilé,>,2,2,1.0
me,dieron,acceso,2,25,0.08
huevo,y,la,2,2,1.0
un,huevo,y,2,3,0.6666666666666666
costo,un,huevo,2,2,1.0
me,costo,un,2,6,0.3333333333333333
que,me,habia,2,189,0.010582010582010581
acceso,a,la,2,2,1.0
<,te,quedo,2,79,0.02531645569620253
spoilé,>,<,2,2,1.0
<,awanta,>,2,6,0.3333333333333333
los,nuevos,jefes,2,4,0.5
caele,al,discord,2,4,0.5
que,va,el,2,13,0.15384615384615385
de,que,va,2,106,0.018867924528301886
<,y,ps,2,991,0.0020181634712411706
un,rato,bro,2,22,0.09090909090909091
yosadac,",",>,2,2,1.0
>,<,bruno,2,12341,0.00016206142127866461
en,cuanto,puedas,2,10,0.2
siempre,si,me,2,6,0.3333333333333333
eso,de,las,2,3,0.6666666666666666
por,eso,de,2,57,0.03508771929824561
como,por,eso,2,15,0.13333333333333333
pasas,el,mundo,2,4,0.5
cuanto,puedas,>,2,2,1.0
tripulación,>,<,2,2,1.0
y,lo,compre,2,43,0.046511627906976744
hasta,muestran,el,2,2,1.0
lo,estoy,pensando,2,7,0.2857142857142857
me,lo,estoy,2,37,0.05405405405405406
>,<,ohhh,2,12341,0.00016206142127866461
de,un,juego,2,27,0.07407407407407407
es,de,un,2,29,0.06896551724137931
ganas,de,jugarlo,2,23,0.08695652173913043
phasmo,?,>,2,3,0.6666666666666666
soñe,que,me,2,2,1.0
estrés,>,<,2,2,1.0
se,ve,potente,2,61,0.03278688524590164
concepto,>,<,2,2,1.0
>,<,van,2,12341,0.00016206142127866461
>,<,ufffffffffffff,2,12341,0.00016206142127866461
apures,>,<,2,2,1.0
te,apures,>,2,3,0.6666666666666666
tons,hoy,se,2,9,0.2222222222222222
mañana,si,quieres,2,4,0.5
re,nervioso,>,2,2,1.0
estoy,re,nervioso,2,3,0.6666666666666666
pero,ps,de,2,10,0.2
usar,>,<,2,2,1.0
<,mmm,que,2,15,0.13333333333333333
avisando,>,<,2,2,1.0
ahorita,te,cuento,2,18,0.1111111111111111
te,decía,>,2,2,1.0
porque,no,>,2,13,0.15384615384615385
>,<,empiezo,2,12341,0.00016206142127866461
deja,me,apuro,2,5,0.4
en,la,primera,2,111,0.018018018018018018
<,queria,prender,2,4,0.5
<,vrga,>,2,3,0.6666666666666666
ahorita,me,voy,2,17,0.11764705882352941
canal,de,youtube,2,4,0.5
a,editar,los,2,2,1.0
failcraft,>,<,2,2,1.0
>,<,resumen,2,12341,0.00016206142127866461
chile,si,me,2,2,1.0
al,chile,si,2,10,0.2
acabó,>,<,2,2,1.0
se,acabó,>,2,4,0.5
<,asi,>,2,30,0.06666666666666667
gif,>,<,2,2,1.0
si,prendo,un,2,18,0.1111111111111111
es,que,ayer,2,183,0.01092896174863388
ya,con,el,2,6,0.3333333333333333
ese,dia,>,2,6,0.3333333333333333
me,le,declaro,2,2,1.0
que,se,llama,2,79,0.02531645569620253
estar,con,ella,2,3,0.6666666666666666
y,me,puse,2,83,0.024096385542168676
la,semana,>,2,3,0.6666666666666666
<,mi,abuela,2,48,0.041666666666666664
<,y,fue,2,991,0.0020181634712411706
<,ahorita,que,2,97,0.020618556701030927
le,gusta,>,2,3,0.6666666666666666
una,de,mis,2,11,0.18181818181818182
tuve,>,<,2,2,1.0
pases,conmigo,mismo,2,2,1.0
las,pases,conmigo,2,3,0.6666666666666666
ahorita,que,me,2,3,0.6666666666666666
dificultad,>,<,2,2,1.0
amigo,en,su,2,3,0.6666666666666666
un,amigo,en,2,16,0.125
<,esa,va,2,21,0.09523809523809523
y,las,alertas,2,10,0.2
con,la,que,2,40,0.05
<,en,caso,2,112,0.017857142857142856
se,si,me,2,30,0.06666666666666667
interfaz,>,<,2,2,1.0
la,interfaz,>,2,3,0.6666666666666666
de,hecho,yo,2,25,0.08
años,xd,>,2,2,1.0
segundos,?,>,2,2,1.0
buscando,>,<,2,2,1.0
de,que,le,2,106,0.018867924528301886
ya,le,iba,2,35,0.05714285714285714
una,>,<,2,2,1.0
se,me,ocurrió,2,91,0.02197802197802198
marzo,>,<,2,2,1.0
descansito,>,<,2,2,1.0
te,dije,>,2,7,0.2857142857142857
siento,>,<,2,2,1.0
no,te,dije,2,89,0.02247191011235955
para,que,sea,2,56,0.03571428571428571
<,sin,importar,2,11,0.18181818181818182
y,nada,>,2,2,1.0
cada,rato,>,2,2,1.0
a,cada,rato,2,3,0.6666666666666666
lo,que,yo,2,123,0.016260162601626018
alertas,>,<,2,2,1.0
musica,>,<,2,2,1.0
un,poco,a,2,47,0.0425531914893617
90,>,<,2,2,1.0
en,90,>,2,2,1.0
si,es,la,2,24,0.08333333333333333
?,?,>,2,3,0.6666666666666666
>,<,paso,2,12341,0.00016206142127866461
a,ir,para,2,29,0.06896551724137931
hasta,el,lunes,2,22,0.09090909090909091
dia,que,iba,2,6,0.3333333333333333
y,de,la,2,20,0.1
>,<,minecraft,2,12341,0.00016206142127866461
del,cuerpo,y,2,3,0.6666666666666666
cuernos,del,cuerpo,2,2,1.0
los,cuernos,del,2,4,0.5
bueno,3,>,2,2,1.0
<,bueno,3,2,115,0.017391304347826087
la,4,>,2,4,0.5
es,que,la,2,183,0.01092896174863388
girar,>,<,2,2,1.0
a,girar,>,2,2,1.0
<,ok,la,2,174,0.011494252873563218
un,tipo,de,2,2,1.0
pvto,>,<,2,2,1.0
capa,exterior,>,2,2,1.0
minimo,>,<,2,2,1.0
en,bedrock,>,2,3,0.6666666666666666
me,gusto,un,2,23,0.08695652173913043
ese,we,>,2,4,0.5
>,<,iba,2,12341,0.00016206142127866461
parar,>,<,2,2,1.0
en,su,ets,2,23,0.08695652173913043
pero,ahora,ya,2,6,0.3333333333333333
<,pero,ahora,2,345,0.005797101449275362
en,las,películas,2,15,0.13333333333333333
no,se,enviaron,2,206,0.009708737864077669
yo,la,hice,2,3,0.6666666666666666
a,no,se,2,7,0.2857142857142857
un,spoiler,>,2,4,0.5
si,jalo,>,2,3,0.6666666666666666
me,creerias,que,2,2,1.0
<,me,creerias,2,248,0.008064516129032258
la,hice,>,2,2,1.0
la,capa,exterior,2,4,0.5
en,la,capa,2,111,0.018018018018018018
pues,ya,veremos,2,15,0.13333333333333333
una,vez,si,2,14,0.14285714285714285
que,hay,una,2,14,0.14285714285714285
paz,>,<,2,2,1.0
a,mi,papá,2,105,0.01904761904761905
<,2/3,>,2,2,1.0
>,<,2/3,2,12341,0.00016206142127866461
>,<,dejé,2,12341,0.00016206142127866461
dia,de,hoy,2,3,0.6666666666666666
y,otra,que,2,7,0.2857142857142857
el,dia,de,2,6,0.3333333333333333
esa,es,una,2,6,0.3333333333333333
de,la,serie,2,155,0.012903225806451613
<,y,esto,2,991,0.0020181634712411706
lo,poco,que,2,2,1.0
de,lo,poco,2,14,0.14285714285714285
<,una,que,2,17,0.11764705882352941
<,si,por,2,547,0.003656307129798903
a,stream,>,2,2,1.0
que,te,decia,2,57,0.03508771929824561
valley,>,<,2,2,1.0
stardew,valley,>,2,2,1.0
tambien,>,<,2,2,1.0
pero,si,lo,2,45,0.044444444444444446
si,lo,perseguia,2,38,0.05263157894736842
odio,>,<,2,2,1.0
si,gracias,bro,2,4,0.5
si,por,eso,2,3,0.6666666666666666
<,si,tienes,2,547,0.003656307129798903
padre,>,<,2,2,1.0
me,puso,a,2,6,0.3333333333333333
que,me,puso,2,189,0.010582010582010581
otra,cosa,que,2,7,0.2857142857142857
eso,es,que,2,15,0.13333333333333333
overlay,>,<,2,2,1.0
que,hasta,el,2,4,0.5
ver,que,en,2,17,0.11764705882352941
ya,es,noche,2,18,0.1111111111111111
ya,ni,modo,2,18,0.1111111111111111
el,copy,>,2,3,0.6666666666666666
<,y,voy,2,991,0.0020181634712411706
instalo,>,<,2,2,1.0
se,instalo,>,2,2,1.0
<,apenas,se,2,20,0.1
pokémon,>,<,2,2,1.0
fallen,order,>,2,2,1.0
jedi,fallen,order,2,2,1.0
<,que,opinas,2,226,0.008849557522123894
>,<,fin,2,12341,0.00016206142127866461
king,kong,>,2,2,1.0
a,king,kong,2,2,1.0
<,y,pasando,2,991,0.0020181634712411706
a,poner,en,2,12,0.16666666666666666
diga,>,<,2,2,1.0
>,<,[,2,12341,0.00016206142127866461
],>,<,2,2,1.0
<,y,una,2,991,0.0020181634712411706
borre,>,<,2,2,1.0
me,banearon,de,2,2,1.0
esperar,>,<,2,2,1.0
a,esperar,>,2,6,0.3333333333333333
mover,>,<,2,2,1.0
<,se,llama,2,104,0.019230769230769232
no,sirve,>,2,2,1.0
un,overlay,más,2,2,1.0
crasheo,el,juego,2,2,1.0
rojo,>,<,2,2,1.0
y,le,voy,2,38,0.05263157894736842
limpio,>,<,2,2,1.0
más,limpio,>,2,2,1.0
overlay,más,limpio,2,2,1.0
va,a,poner,2,117,0.017094017094017096
teoría,de,que,2,3,0.6666666666666666
>,<,team,2,12341,0.00016206142127866461
dulce,>,<,2,2,1.0
parte,de,mi,2,9,0.2222222222222222
por,parte,de,2,2,1.0
<,de,algo,2,93,0.021505376344086023
acuerdo,>,<,2,2,1.0
me,acuerdo,>,2,12,0.16666666666666666
<,y,we,2,991,0.0020181634712411706
resident,evil,8,2,6,0.3333333333333333
no,se,ya,2,206,0.009708737864077669
del,resident,evil,2,2,1.0
y,me,quede,2,83,0.024096385542168676
comer,y,me,2,3,0.6666666666666666
aun,no,he,2,38,0.05263157894736842
esa,wea,>,2,4,0.5
y,esa,wea,2,3,0.6666666666666666
el,era,el,2,2,1.0
mi,hermano,va,2,32,0.0625
los,jefes,>,2,6,0.3333333333333333
pendejo,xd,>,2,2,1.0
matar,a,los,2,11,0.18181818181818182
luego,vuelvo,a,2,2,1.0
<,luego,vuelvo,2,22,0.09090909090909091
de,sueño,>,2,3,0.6666666666666666
tengo,un,buen,2,15,0.13333333333333333
<,y,desde,2,991,0.0020181634712411706
de,que,soy,2,106,0.018867924528301886
<,pufff,men,2,7,0.2857142857142857
cuenta,de,que,2,8,0.25
di,cuenta,de,2,4,0.5
<,me,di,2,248,0.008064516129032258
me,la,pelo,2,25,0.08
<,me,la,2,248,0.008064516129032258
calificaciones,>,<,2,2,1.0
abro,?,>,2,2,1.0
>,<,quería,2,12341,0.00016206142127866461
creo,que,hasta,2,116,0.017241379310344827
<,y,ver,2,991,0.0020181634712411706
<,le,iba,2,60,0.03333333333333333
>,<,ojalá,2,12341,0.00016206142127866461
hasta,le,puse,2,5,0.4
publique,>,<,2,2,1.0
<,sale,ya,2,24,0.08333333333333333
noooi,>,<,2,2,1.0
<,noooi,>,2,3,0.6666666666666666
ahí,si,me,2,4,0.5
y,ya,la,2,133,0.015037593984962405
y,dicen,que,2,2,1.0
<,ve,el,2,12,0.16666666666666666
y,en,un,2,40,0.05
el,video,de,2,10,0.2
bañaba,>,<,2,2,1.0
me,bañaba,>,2,2,1.0
a,un,bato,2,39,0.05128205128205128
se,me,había,2,91,0.02197802197802198
me,había,olvidado,2,6,0.3333333333333333
que,onda,>,2,3,0.6666666666666666
<,el,carro,2,182,0.01098901098901099
minecraft,?,>,2,2,1.0
si,hago,que,2,6,0.3333333333333333
para,hacer,el,2,12,0.16666666666666666
la,teoria,>,2,5,0.4
y,ya,está,2,133,0.015037593984962405
<,ahora,deja,2,71,0.028169014084507043
ya,ni,pedo,2,18,0.1111111111111111
compré,>,<,2,2,1.0
y,mañana,me,2,9,0.2222222222222222
convierta,en,un,2,2,1.0
se,convierta,en,2,2,1.0
que,se,convierta,2,79,0.02531645569620253
mi,logo,>,2,4,0.5
mientras,me,bañaba,2,3,0.6666666666666666
una,segunda,parte,2,3,0.6666666666666666
y,como,siempre,2,32,0.0625
lo,iba,a,2,3,0.6666666666666666
o,2,>,2,4,0.5
<,mejor,sigo,2,38,0.05263157894736842
el,coraje,>,2,2,1.0
va,el,coraje,2,6,0.3333333333333333
me,va,el,2,30,0.06666666666666667
cachorros,>,<,2,2,1.0
a,nada,>,2,5,0.4
no,sé,cómo,2,10,0.2
cubrebocas,>,<,2,2,1.0
de,eso,no,2,10,0.2
cola,>,<,2,2,1.0
de,que,lo,2,106,0.018867924528301886
<,con,un,2,41,0.04878048780487805
que,te,iba,2,57,0.03508771929824561
y,no,sé,2,83,0.024096385542168676
se,me,fueron,2,91,0.02197802197802198
bien,chingona,>,2,2,1.0
>,<,quisiera,2,12341,0.00016206142127866461
7,prendo,>,2,2,1.0
las,7,prendo,2,22,0.09090909090909091
por,las,7,2,17,0.11764705882352941
outlast,>,<,2,2,1.0
el,outlast,>,2,4,0.5
me,mandaron,a,2,3,0.6666666666666666
es,el,que,2,66,0.030303030303030304
toda,la,saga,2,14,0.14285714285714285
de,la,teoría,2,155,0.012903225806451613
>,<,puede,2,12341,0.00016206142127866461
mechagodzilla,>,<,2,2,1.0
y,con,el,2,12,0.16666666666666666
parecer,>,<,2,2,1.0
la,saga,de,2,3,0.6666666666666666
a,comer,y,2,19,0.10526315789473684
a,suicune,>,2,2,1.0
que,te,decía,2,57,0.03508771929824561
es,pa,l,2,2,1.0
me,gusto,mas,2,23,0.08695652173913043
me,dieron,un,2,25,0.08
mas,cabron,>,2,4,0.5
eso,que,es,2,7,0.2857142857142857
si,puedo,con,2,7,0.2857142857142857
<,si,puedo,2,547,0.003656307129798903
parcial,>,<,2,2,1.0
<,cosa,que,2,2,1.0
>,<,cosa,2,12341,0.00016206142127866461
valio,verga,>,2,4,0.5
se,creo,que,2,2,1.0
y,en,otro,2,40,0.05
<,y,c,2,991,0.0020181634712411706
<,lk,era,2,2,1.0
>,<,lk,2,12341,0.00016206142127866461
mas,xd,>,2,2,1.0
<,ya,xd,2,583,0.003430531732418525
sabes,>,<,2,2,1.0
era,?,>,2,2,1.0
<,lo,ando,2,107,0.018691588785046728
while,?,>,2,2,1.0
do,while,?,2,2,1.0
el,do,while,2,2,1.0
para,el,do,2,27,0.07407407407407407
de,nada,>,2,3,0.6666666666666666
<,el,rectángulo,2,182,0.01098901098901099
en,mi,cumpleaños,2,43,0.046511627906976744
me,acuerdo,de,2,12,0.16666666666666666
su,puta,madre,2,4,0.5
examen,de,fisica,2,6,0.3333333333333333
como,es,el,2,10,0.2
<,como,es,2,103,0.019417475728155338
y,ahora,no,2,19,0.10526315789473684
<,mira,son,2,67,0.029850746268656716
se,como,me,2,6,0.3333333333333333
propio,>,<,2,2,1.0
un,disco,duro,2,2,1.0
ahora,que,si,2,7,0.2857142857142857
frecuenciales,>,<,2,2,1.0
de,frecuenciales,>,2,2,1.0
<,todo,por,2,20,0.1
a,la,chingada,2,112,0.017857142857142856
>,<,pus,2,12341,0.00016206142127866461
uffas,bro,>,2,3,0.6666666666666666
>,<,dudo,2,12341,0.00016206142127866461
>,<,había,2,12341,0.00016206142127866461
del,basilisco,>,2,2,1.0
de,la,escom,2,155,0.012903225806451613
ia,>,<,2,2,1.0
ciencia,de,datos,2,2,1.0
nuevas,>,<,2,2,1.0
muy,pendejo,>,2,2,1.0
<,dudo,que,2,2,1.0
<,yo,los,2,164,0.012195121951219513
y,yo,que,2,37,0.05405405405405406
problemas,>,<,2,2,1.0
pero,eso,es,2,3,0.6666666666666666
doliendo,la,cabeza,2,2,1.0
esta,doliendo,la,2,4,0.5
pero,como,que,2,10,0.2
con,esto,>,2,3,0.6666666666666666
pendejadas,>,<,2,2,1.0
que,me,ayude,2,189,0.010582010582010581
sus,pendejadas,>,2,2,1.0
a,los,pendejos,2,40,0.05
<,porque,siempre,2,69,0.028985507246376812
<,con,lo,2,41,0.04878048780487805
al,máximo,>,2,2,1.0
esfuerzo,>,<,2,2,1.0
no,le,entendi,2,32,0.0625
no,explico,como,2,2,1.0
<,a,ese,2,264,0.007575757575757576
el,formato,>,2,4,0.5
control,>,<,2,2,1.0
de,ayer,>,2,2,1.0
directo,de,ayer,2,4,0.5
<,a,pues,2,264,0.007575757575757576
tapion,>,<,2,2,1.0
de,tapion,>,2,2,1.0
esas,>,<,2,2,1.0
mas,rapido,>,2,2,1.0
le,puse,la,2,21,0.09523809523809523
<,pq,hasta,2,208,0.009615384615384616
fierro,>,<,2,2,1.0
alv,fierro,>,2,2,1.0
alv,alv,fierro,2,2,1.0
fierro,alv,alv,2,2,1.0
<,ya,los,2,583,0.003430531732418525
es,este,>,2,3,0.6666666666666666
<,es,por,2,225,0.008888888888888889
<,y,ademas,2,991,0.0020181634712411706
lo,dejo,>,2,8,0.25
<,deja,lo,2,38,0.05263157894736842
mmm,>,<,2,2,1.0
<,mmm,>,2,15,0.13333333333333333
hey,>,<,2,2,1.0
por,eso,te,2,57,0.03508771929824561
el,final,de,2,7,0.2857142857142857
<,lo,dejo,2,107,0.018691588785046728
ya,llegó,>,2,6,0.3333333333333333
gol,>,<,2,2,1.0
meter,gol,>,2,2,1.0
<,que,deberia,2,226,0.008849557522123894
puse,en,el,2,4,0.5
solo,que,es,2,9,0.2222222222222222
usando,>,<,2,2,1.0
en,un,solo,2,38,0.05263157894736842
llegar,a,los,2,9,0.2222222222222222
<,en,twitch,2,112,0.017857142857142856
<,el,17,2,182,0.01098901098901099
gustar,>,<,2,2,1.0
a,gustar,>,2,2,1.0
va,a,gustar,2,117,0.017094017094017096
te,lo,envio,2,14,0.14285714285714285
ya,te,lo,2,14,0.14285714285714285
reporte,>,<,2,2,1.0
<,y,verga,2,991,0.0020181634712411706
grabar,>,<,2,2,1.0
<,a,los,2,264,0.007575757575757576
de,junio,>,2,2,1.0
y,esta,>,2,10,0.2
parte,3,de,2,2,1.0
la,parte,3,2,11,0.18181818181818182
formato,>,<,2,2,1.0
a,grabar,>,2,4,0.5
velocidad,>,<,2,2,1.0
<,esta,en,2,46,0.043478260869565216
se,pq,>,2,4,0.5
algo,asi,?,2,10,0.2
y,por,si,2,19,0.10526315789473684
como,me,va,2,17,0.11764705882352941
hoy,voy,a,2,2,1.0
se,me,habia,2,91,0.02197802197802198
a,ya,vi,2,8,0.25
<,ve,>,2,12,0.16666666666666666
voy,por,la,2,7,0.2857142857142857
campañas,>,<,2,2,1.0
las,campañas,>,2,3,0.6666666666666666
por,la,de,2,19,0.10526315789473684
me,sale,>,2,6,0.3333333333333333
ya,casi,me,2,10,0.2
vacaciones,>,<,2,2,1.0
cliente,>,<,2,2,1.0
clickbait,>,<,2,2,1.0
suicune,>,<,2,2,1.0
seda,>,<,2,2,1.0
las,9,>,2,5,0.4
prender,con,el,2,2,1.0
<,yo,ayer,2,164,0.012195121951219513
de,progra,>,2,2,1.0
podía,>,<,2,2,1.0
no,podía,>,2,3,0.6666666666666666
hay,pedo,>,2,3,0.6666666666666666
<,el,pollo,2,182,0.01098901098901099
del,primero,>,2,2,1.0
y,tuve,que,2,3,0.6666666666666666
<,porque,cuando,2,69,0.028985507246376812
inscribir,>,<,2,2,1.0
tengo,miedo,de,2,26,0.07692307692307693
<,estoy,nervioso,2,43,0.046511627906976744
<,manos,le,2,2,1.0
por,eso,a,2,57,0.03508771929824561
eso,a,las,2,3,0.6666666666666666
a,ir,como,2,29,0.06896551724137931
en,directo,xd,2,16,0.125
toque,de,seda,2,2,1.0
con,ese,si,2,11,0.18181818181818182
natural,>,<,2,2,1.0
<,pero,con,2,345,0.005797101449275362
bastante,>,<,2,2,1.0
vas,a,estar,2,47,0.0425531914893617
yo,si,me,2,7,0.2857142857142857
fue,la,luz,2,3,0.6666666666666666
nmms,si,me,2,9,0.2222222222222222
link,>,<,2,2,1.0
el,link,>,2,9,0.2222222222222222
<,pasa,el,2,5,0.4
>,<,looool,2,12341,0.00016206142127866461
>,<,cuánto,2,12341,0.00016206142127866461
>,<,manos,2,12341,0.00016206142127866461
casa,como,por,2,2,1.0
mi,casa,como,2,26,0.07692307692307693
nmms,we,>,2,2,1.0
hoy,también,>,2,2,1.0
<,desde,que,2,12,0.16666666666666666
no,jala,el,2,4,0.5
con,las,campañas,2,8,0.25
momento,de,pro,2,3,0.6666666666666666
en,halo,>,2,3,0.6666666666666666
<,nmms,we,2,47,0.0425531914893617
metodo,>,<,2,2,1.0
no,prendo,>,2,3,0.6666666666666666
o,no,prendo,2,23,0.08695652173913043
prendo,o,no,2,2,1.0
<,prendo,o,2,5,0.4
c,>,<,2,2,1.0
<,con,una,2,41,0.04878048780487805
<,de,ahi,2,93,0.021505376344086023
un,spoiler,de,2,4,0.5
>,<,llegué,2,12341,0.00016206142127866461
pero,como,dije,2,10,0.2
de,la,música,2,155,0.012903225806451613
poder,de,la,2,2,1.0
pero,lo,logre,2,8,0.25
olvidó,decirte,>,2,2,1.0
quedó,>,<,2,2,1.0
su,trabajo,y,2,2,1.0
le,entiendo,al,2,4,0.5
<,a,qué,2,264,0.007575757575757576
a,empezar,a,2,10,0.2
ando,comiendo,>,2,5,0.4
<,ando,comiendo,2,41,0.04878048780487805
serie,xd,>,2,2,1.0
jugar,con,el,2,8,0.25
